Mat_MatCode,SP_TestPlan,PLAN.ACTIVE,ITEM_DESCRIPTION,Test_Lab,Res_TestCode,Res_TestName,Analyte.C,Numeric_Result,Res_Units,Rounding_Rule,Low_Release_Limit,High_Release_Limit,METHOD,METHOD.C,DISPLAY_AS,Facility Name,FACILITY_DESCRIPTION,SAMPLE_PLAN
7D4OG169,Chem_88A,7D4OG169\Chem_88A,Glass Wipe Fragrance,NY-Analytical,451,Refractive Index at 25�C,Refractive Index,1.4755,,"FDA,4",1.4695,1.4895,TM 204,TM204,7D4OG169 - Glass Wipe Fragrance,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
2BQ084LI,Lid_11A,2BQ084LI\Lid_11A,Large Deep Well 560 Orifice,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.48,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2BQ084LI - Large Deep Well 560 Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
7A4OQ260,Chem_29A,7A4OQ260\Chem_29A,Adult Wipe Fragrance,NY-Analytical,451,Refractive Index at 25�C,Refractive Index,1.48,,"FDA,3",1.464,1.484,TM 204,TM204,7A4OQ260 - Adult Wipe Fragrance,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7O4OP075,Chem_NY_Magique Lift 02LF,7O4OP075\Chem_NY_Magique Lift 02LF,Magique Lift 02 Lf,NY-Analytical,451,Refractive Index at 25�C,Refractive Index,1.48,,"FDA,3",1.474,1.484,TM 204,TM204,7O4OP075 - Magique Lift 02 Lf,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
2BQ551LI,Lid_13A,2BQ551LI\Lid_13A,Large Deep Well PDI Orifice,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.483,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2BQ551LI - Large Deep Well PDI Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OP242LI,Lid_17C,2OP242LI\Lid_17C,Large Deep Well Lid-Sani-Cloth Prime Lobe Orifice,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.483,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2OP242LI - Large Deep Well Lid-Sani-Cloth Prime Lobe Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OP280LI,Lid_17A,2OP280LI\Lid_17A,Large Deep Well Lid- Bleach Orifice,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.484,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2OP280LI - Large Deep Well Lid- Bleach Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
7O4OA401,Chem_132A,7O4OA401\Chem_132A,Feminine Hygiene Wipe Fragrance,NY-Analytical,451,Refractive Index at 25�C,Refractive Index,1.485,,"FDA,3",1.4794,1.4994,TM 204,TM204,7O4OA401 - Feminine Hygiene Wipe Fragrance,IN ,RAW MATERIAL - INDIANA                            ,RM_CHEMICAL
2BQ471LI,Lid_04F_560,2BQ471LI\Lid_04F_560,Medium Deep Well With 560 Orifice Trans Blue,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.486,in,"FDA,3",1.473,1.493,TM 143 / Visual,TM143,2BQ471LI - Medium Deep Well With 560 Orifice Trans Blue,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OP159LI,Lid_03B,2OP159LI\Lid_03B,Large Deep Well .560 Orifice Blue,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.486,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2OP159LI - Large Deep Well .560 Orifice Blue,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OP638LI,Lid_13D,2OP638LI\Lid_13D,Large Deep Well PDI Orifice Translucent Gray,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.487,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2OP638LI - Large Deep Well PDI Orifice Translucent Gray,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OQ850LI,Lid_11B,2OQ850LI\Lid_11B,Large Deep Well .560 Orifice,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.488,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2OQ850LI - Large Deep Well .560 Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OQ882LI,Lid_12A,2OQ882LI\Lid_12A,Lg Dw Dp Green 560 Orifice,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.488,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2OQ882LI - Lg Dw Dp Green 560 Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OP300LI,Lid_13E,2OP300LI\Lid_13E,Large Deepwell Genesis Orifice Tr Blue,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.4885,in,"FDA,3",1.472,1.492,TM 143 / Visual,TM143,2OP300LI - Large Deepwell Genesis Orifice Tr Blue,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OP435LI,Lid_04C_560,2OP435LI\Lid_04C_560,Med Dw Transluce Purple,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.492,in,"FDA,3",1.473,1.493,TM 143 / Visual,TM143,2OP435LI - Med Dw Transluce Purple,NY ,RAW MATERIAL - NY                                 ,RM_LID
7D4OP601,Chem_91A,7D4OP601\Chem_91A,Euxyl K 702,NY-Analytical,798,Refractive Index at 20°C,Refractive Index at 20°C,1.53,,"FDA,3",1.526,1.538,J&J TMWW78015,J&J,7D4OP601 - Euxyl K 702,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7O4OQ028,Chem_NY_Euxyl K703,7O4OQ028\Chem_NY_Euxyl K703,Hexylene Glycol,NY-Analytical,798,Refractive Index at 20°C,Refractive Index at 20°C,1.539,,"FDA,3",1.539,1.543,TM 204,TM204,7O4OQ028 - Hexylene Glycol,IN ,RAW MATERIAL - INDIANA                            ,RM_CHEMICAL
2AQ471LI,Lid_04B_560_1,2AQ471LI\Lid_04B_560_1,Medium Deep Well Lid,NY-Analytical,765,Canister & Lid Inspection,Overall Lid Height,1.5845,in,"FDA,3",1.58,1.6,TM 143 / Visual,TM143,2AQ471LI - Medium Deep Well Lid,NY ,RAW MATERIAL - NY                                 ,RM_LID
2BQ551LI,Lid_13A,2BQ551LI\Lid_13A,Large Deep Well PDI Orifice,NY-Analytical,791,Flip Lid Force,Flip Lid Force,1.61,lb,"FDA,2",0.75,,TM 143,TM143,2BQ551LI - Large Deep Well PDI Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OQ882LI,Lid_12A,2OQ882LI\Lid_12A,Lg Dw Dp Green 560 Orifice,NY-Analytical,791,Flip Lid Force,Flip Lid Force,1.61,lb,"FDA,2",0.75,,TM 143,TM143,2OQ882LI - Lg Dw Dp Green 560 Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
7C4OA709,Chem_NY_PEG-75 Shea Butter Glycerides,7C4OA709\Chem_NY_PEG-75 Shea Butter Glycerides,PEG-75 Shea Butter Glycerides (Lipex 102E-75 100%),NY-Analytical,826,Acid Value,Acid Value,1.7,mg KOH/g,"FDA,2",,2,IUPAC 2.201(M),IUPAC_2_201M,7C4OA709 - PEG-75 Shea Butter Glycerides (Lipex 102E-75 100%),NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7C4OA709,Chem_NY_PEG-75 Shea Butter Glycerides,7C4OA709\Chem_NY_PEG-75 Shea Butter Glycerides,PEG-75 Shea Butter Glycerides (Lipex 102E-75 100%),NY-Analytical,826,Acid Value,Acid Value Final,1.7,mg KOH/g,"FDA,2",,2,IUPAC 2.201(M),IUPAC_2_201M,7C4OA709 - PEG-75 Shea Butter Glycerides (Lipex 102E-75 100%),NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
5CC80100,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,5CC80100\Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,Philips Sali-Wipes  Sterile Saline Wipes.,NY-Analytical,772,Box Inspection,Width,1.73,in,"FDA,5",1.71875,1.78125,Box Inspection,Box Inspection,5CC80100 - Philips Sali-Wipes  Sterile Saline Wipes.,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5HC22324,Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,5HC22324\Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,PDI Hygea Sterile Saline Wipes,NY-Analytical,772,Box Inspection,Width,1.75,in,"FDA,5",1.71875,1.78125,Box Inspection,Box Inspection,5HC22324 - PDI Hygea Sterile Saline Wipes,NY ,RAW MATERIAL - NY                                 ,RM_BOX
2OP638LI,Lid_13D,2OP638LI\Lid_13D,Large Deep Well PDI Orifice Translucent Gray,NY-Analytical,791,Flip Lid Force,Flip Lid Force,1.79,lb,"FDA,2",0.75,,TM 148,TM148,2OP638LI - Large Deep Well PDI Orifice Translucent Gray,NY ,RAW MATERIAL - NY                                 ,RM_LID
2AA714SLI,Lid_01V,2AA714SLI\Lid_01V,Dove Baby Wipes Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.8125,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2AA714SLI - Dove Baby Wipes Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OM701SLI,Lid_No-Rinse sanitizing Solo_01,2OM701SLI\Lid_No-Rinse sanitizing Solo_01,Sani Professional No-Rinse Sanitizing Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.8125,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2OM701SLI - Sani Professional No-Rinse Sanitizing Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,2OA632SLI\Lid_NY_Prep H medicated Hemorrhoidal Wipes,Prep H Medicated Hemorrhoidal Wipes,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.83,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2OA632SLI - Preparation H Medicated Hemorrhoidal Wipes,NY ,RAW MATERIAL - NY                                 ,RM_LID
2AJ170SLI,Lid_NY_NP7600_22FA,2AJ170SLI\Lid_NY_NP7600_22FA,Cetaphil Gentle Skin Cleansing Wipes Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.84,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2AJ170SLI - Cetaphil Gentle Skin Cleansing Wipes Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
2AJ143SLI,Lid_NY_NP7600_01C,2AJ143SLI\Lid_NY_NP7600_01C,Hygea Premium Multi Purpose - Ny,IN-Analytical,765,Canister & Lid Inspection,Label Width,1.8438,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2AJ143SLI - Hygea Premium Multi Purpose - Ny,NY ,RAW MATERIAL - NY                                 ,RM_LID
2BJ213,Web_NP8530_18,2BJ213\Web_NP8530_18,Hygea Multi-Purpose Washcloths,NY-Analytical,763,Web Thickness,Web Thickness ,1.85,mil,"FDA,1",1.8,2.2,TM 132,TM132,2BJ213 - Hygea Multi-Purpose Washcloths,NY ,RAW MATERIAL - NY                                 ,RM_WEB
2AA592SLI,Lid_NY_NP7600_22R1,2AA592SLI\Lid_NY_NP7600_22R1,Prep H Medicated Hemorrhoidal Wipes,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.8705,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2AA592SLI - Preparation H Medicated Hemorrhoidal Wipes,NY ,RAW MATERIAL - NY                                 ,RM_LID
2AA284SLI,Lid_01B,2AA284SLI\Lid_01B,Prep H Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2AA284SLI - Preparation H Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
2AJ190SLI,Lid_NY_NP7600_22V,2AJ190SLI\Lid_NY_NP7600_22V,Cetaphil Gentle Skin Cleansing Wipes Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2AJ190SLI - Cetaphil Gentle Skin Cleansing Wipes Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
2AJ324SLI,Lid_NY_NP7600_22X,2AJ324SLI\Lid_NY_NP7600_22X,Cetaphil Gentle Skin Cleansing Wipes Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2AJ324SLI - Cetaphil Gentle Skin Cleansing Wipes Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
2CA580SLI,Lid_01R,2CA580SLI\Lid_01R,Table Turners Cleaning Multi-Surface Wipes,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2CA580SLI - Table Turners Cleaning Multi-Surface Wipes,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,2OA347SLI\Lid_NY_Summer's Eve Fresh Cycle,Summer's Eve Fresh Cycle Cleans Cloths,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2OA347SLI - Summer's Eve Fresh Cycle Cleans Cloths,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OA592SLI,Lid_NY_NP7600_22S,2OA592SLI\Lid_NY_NP7600_22S,Prep-H Medicated Wipes Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2OA592SLI - Prep-H Medicated Wipes Solo,IN ,RAW MATERIAL - INDIANA                            ,RM_LID
2OJ124SLI,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,2OJ124SLI\Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,Cetaphil Gentle Skin Cleansing Wipes Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2OJ124SLI - Cetaphil Gentle Skin Cleansing Wipes Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OJ130SLI,Lid_NY_NP7600_22Y,2OJ130SLI\Lid_NY_NP7600_22Y,Cetaphil Gentle Skin Cleansing Wipes Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2OJ130SLI - Cetaphil Gentle Skin Cleansing Wipes Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OJ213SLI,Lid_01A,2OJ213SLI\Lid_01A,Solo Hygea Multipurpose,NY-Analytical,765,Canister & Lid Inspection,Label Length,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2OJ213SLI - Solo Hygea Multipurpose,NY ,RAW MATERIAL - NY                                 ,RM_LID
2OM304SLI,Lid_No-Rinse sanitizing Solo,2OM304SLI\Lid_No-Rinse sanitizing Solo,Sani Professional No-Rinse Sanitizing Solo,NY-Analytical,765,Canister & Lid Inspection,Label Width,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,2OM304SLI - Sani Professional No-Rinse Sanitizing Solo,NY ,RAW MATERIAL - NY                                 ,RM_LID
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,5AB123CP\Label_NY_5AB123CP_1.9375-1.875,Clear Hang Tab W/Hang Tite 203A Clear Adhesive,NY-Analytical,770,Label Inspection,Length,1.875,in,"FDA,4",1.875,2,TM 143 / Visual,TM143,5AB123CP - Clear Hang Tab W/Hang Tite 203A Clear Adhesive,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5AU44410,Box_NY_0.016SBS_124_2.9375-1.875-3.8125,5AU44410\Box_NY_0.016SBS_124_2.9375-1.875-3.8125,Prep H Totables 10Ct.  Box,NY-Analytical,772,Box Inspection,Width,1.875,in,"FDA,5",1.84375,1.90625,Box Inspection,Box Inspection,5AU44410 - Preparation H Totables 10Ct.  Box,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5BU55510,Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,5BU55510\Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,Prep H Rapid Relief W/Lidocaine Totables,NY-Analytical,772,Box Inspection,Width,1.875,in,"FDA,5",1.84375,1.90625,Box Inspection,Box Inspection,5BU55510 - Preparation H Rapid Relief W/Lidocaine Totables,NY ,RAW MATERIAL - NY                                 ,RM_BOX
8GQ772SK,Label_B03,8GQ772SK\Label_B03,PDI Biline Not A Skin Wipe,NY-Analytical,770,Label Inspection,Diameter,1.875,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,8GQ772SK - PDI Biline Not A Skin Wipe,NY ,RAW MATERIAL - NY                                 ,RM_LABEL
2AJ170,Web_NP8530_11.0,2AJ170\Web_NP8530_11.0,Cetaphil Gentle Skin Cleansing Wipes 25Ct. ,NY-Analytical,763,Web Thickness,Web Thickness ,1.9,mil,"FDA,1",1.8,2.2,TM 132,TM132,2AJ170 - Cetaphil Gentle Skin Cleansing Wipes 25Ct. ,NY ,RAW MATERIAL - NY                                 ,RM_WEB
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,5AB123CP\Label_NY_5AB123CP_1.9375-1.875,Clear Hang Tab W/Hang Tite 203A Clear Adhesive,NY-Analytical,770,Label Inspection,Width,1.9375,in,"FDA,4",1.8125,1.9375,TM 143 / Visual,TM143,5AB123CP - Clear Hang Tab W/Hang Tite 203A Clear Adhesive,NY ,RAW MATERIAL - NY                                 ,RM_BOX
8OP585SIRF,Label_NY_NP9300_1.375-2,8OP585SIRF\Label_NY_NP9300_1.375-2,Remove Completely Label,NY-Analytical,770,Label Inspection,Width,1.99,in,"FDA,4",1.9375,2.0625,TM 143 / Visual,TM143,8OP585SIRF - Remove Completely Label,NY ,RAW MATERIAL - NY                                 ,RM_LABEL
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,5AH45016\Box_NY_0.018SBS_101_3.875-2-3.5,CVS Health Cleansing Cloths 16Ct.  Box,NY-Analytical,772,Box Inspection,Width,2,in,"FDA,5",1.96875,2.03125,Box Inspection,Box Inspection,5AH45016 - CVS Health Cleansing Cloths 16Ct.  Box,NY ,RAW MATERIAL - NY                                 ,RM_BOX
7A4OQ229,Chem_NY_Witch Hazel,7A4OQ229\Chem_NY_Witch Hazel,"Trisodium Citrate Dihydrate, USP",NY-Analytical,797,Nonvolatile Residue,Total non-volatile reside,2,mg/100 mL,"FDA,0",,25,USP,USP,"7A4OQ229 - Trisodium Citrate Dihydrate, USP",NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7E4OP203,Chem_NY_Cocamidopropyl Dimonium Chloride Phosphate RI-1059,7E4OP203\Chem_NY_Cocamidopropyl Dimonium Chloride Phosphate RI-1059,Cocamidopropyl Dimonium Chloride pHosphate Ri-1059,NY-Analytical,792,Chemical Inspection,Color ,2,,"FDA,0",,6,TM208/220/230/USP/Kao LM,TM208_TM220_TM230_TMUSP_Kao_LM,7E4OP203 - Cocamidopropyl Dimonium Chloride pHosphate Ri-1059,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7E4OP230,Chem_NY_Lexfeel Natural,7E4OP230\Chem_NY_Lexfeel Natural,Lexfeel Natural,NY-Analytical,792,Chemical Inspection,Colour ,2,,"FDA,0",,50,J&J TMWW78010/J&J TM7252,TM7252,7E4OP230 - Lexfeel Natural,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7O4DH247,Chem_201A,7O4DH247\Chem_201A,Dequest 7000,NY-Analytical,792,Chemical Inspection,Color ,2,,"FDA,1",,2,TM208/220/230/USP/Kao LM,TM208_TM220_TM230_TMUSP_Kao_LM,7O4DH247 - Dequest 7000,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7O4OH247,Chem_143A,7O4OH247\Chem_143A,Multitrope 1214,NY-Analytical,398,pH,pH (1% w/v aqueous solution),2,,"FDA,1",,2,TM 200,TM200,7O4OH247 - Multitrope 1214,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
8OP308SIRF,Label_NY_NP9300_2-1.375,8OP308SIRF\Label_NY_NP9300_2-1.375,Remove Completely Label,NY-Analytical,770,Label Inspection,Length,2,in,"FDA,4",1.9375,2.0625,TM 143 / Visual,TM143,8OP308SIRF - Remove Completely Label,NY ,RAW MATERIAL - NY                                 ,RM_LABEL
5AD02424,Box_NY_0.018SBS_107_4-2.03125-4.5,5AD02424\Box_NY_0.018SBS_107_4-2.03125-4.5,Wet Nap AntibaCt. erial Hand Wipes - Fresh,NY-Analytical,772,Box Inspection,Width,2.03125,in,"FDA,5",2,2.0625,Box Inspection,Box Inspection,5AD02424 - Wet Nap AntibaCt. erial Hand Wipes - Fresh,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5NB40600,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,5NB40600\Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,Povidone-Iodine Prep Med,NY-Analytical,772,Box Inspection,Height,2.07,in,"FDA,5",2.0625,2.125,Box Inspection,Box Inspection,5NB40600 - Povidone-Iodine Prep Med,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5CB19600,Box_NY_0.018SBS_100_5.125-2.25-2.09375,5CB19600\Box_NY_0.018SBS_100_5.125-2.25-2.09375,Prevantics Device Swab 100Ct.  Box,NY-Analytical,772,Box Inspection,Height,2.09375,in,"FDA,5",2.0625,2.125,Box Inspection,Box Inspection,5CB19600 - Prevantics Device Swab 100Ct.  Box,NY ,RAW MATERIAL - NY                                 ,RM_BOX
2BJ143,Web_NP8530_16.25,2BJ143\Web_NP8530_16.25,Hygea Premium Multi Purpose Washcloths,NY-Analytical,763,Web Thickness,Web Thickness ,2.1,mil,"FDA,1",1.8,2.2,TM 132,TM132,2BJ143 - Hygea Premium Multi Purpose Washcloths,NY ,RAW MATERIAL - NY                                 ,RM_WEB
5DH12824,Box_NY_0.018SBS_100_4-2.125-6.125,5DH12824\Box_NY_0.018SBS_100_4-2.125-6.125,CVS Health Instant Hand Sanitizer Wipes,NY-Analytical,772,Box Inspection,Width,2.125,in,"FDA,5",2.09375,2.15625,Box Inspection,Box Inspection,5DH12824 - CVS Health Instant Hand Sanitizer Wipes,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5OP073BT,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,5OP073BT\Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,Pond's Luminous Clean Twlts.,NY-Analytical,772,Box Inspection,Width,2.17,in,"FDA,5",2.15625,2.21875,Box Inspection,Box Inspection,5OP073BT - Pond's Luminous Clean Twlts.,NY ,RAW MATERIAL - NY                                 ,RM_BOX
2BJ227,Web_NP8530_15.75,2BJ227\Web_NP8530_15.75,Hygea Multi Purpose Washcloths,NY-Analytical,763,Web Thickness,Web Thickness ,2.18,mil,"FDA,1",1.8,2.2,TM 132,TM132,2BJ227 - Hygea Multi Purpose Washcloths,NY ,RAW MATERIAL - NY                                 ,RM_WEB
5OP067BT,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,5OP067BT\Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,Pond's Original Fresh Twlts. 28Ct.  - Canada,NY-Analytical,772,Box Inspection,Width,2.19,in,"FDA,5",2.15625,2.21875,Box Inspection,Box Inspection,5OP067BT - Pond's Original Fresh Twlts. 28Ct.  - Canada,NY ,RAW MATERIAL - NY                                 ,RM_BOX
7A4OP601,Chem_NY_Tegosoft LSE 65 K Soft,7A4OP601\Chem_NY_Tegosoft LSE 65 K Soft,Tegosoft Lse 65 K Soft,NY-Analytical,828,Iodine Value,Iodine Value,2.2,g I/100g,"FDA,2",,5,J&J TM-003029,J&J,7A4OP601 - Tegosoft Lse 65 K Soft,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
7A4OP601,Chem_NY_Tegosoft LSE 65 K Soft,7A4OP601\Chem_NY_Tegosoft LSE 65 K Soft,Tegosoft Lse 65 K Soft,NY-Analytical,828,Iodine Value,Iodine Value Final,2.2,g I/100g,"FDA,2",,5,J&J TM-003029,J&J,7A4OP601 - Tegosoft Lse 65 K Soft,NY ,RAW MATERIAL - NY                                 ,RM_CHEMICAL
3OP093PD,Applicator_NY_Die Cut Pads,3OP093PD\Applicator_NY_Die Cut Pads,"Die Cut Pads 2.25"" 90 Count",NY-Analytical,759,Applicator Measurements,Pad Diameter,2.2188,in,"FDA,2",2.19,2.31,Applicator Measurements,TM142,"3OP093PD - Die Cut Pads 2.25"" 90 Count",NY ,RAW MATERIAL - NY                                 ,RM_APPLICATOR
5NB40600,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,5NB40600\Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,Povidone-Iodine Prep Med,NY-Analytical,772,Box Inspection,Width,2.24,in,"FDA,5",2.21875,2.28125,Box Inspection,Box Inspection,5NB40600 - Povidone-Iodine Prep Med,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5CB19600,Box_NY_0.018SBS_100_5.125-2.25-2.09375,5CB19600\Box_NY_0.018SBS_100_5.125-2.25-2.09375,Prevantics Device Swab 100Ct.  Box,NY-Analytical,772,Box Inspection,Width,2.25,in,"FDA,5",2.21875,2.28125,Box Inspection,Box Inspection,5CB19600 - Prevantics Device Swab 100Ct.  Box,NY ,RAW MATERIAL - NY                                 ,RM_BOX
5OD125PB,Box_80A,5OD125PB\Box_80A,Bag Wet Nap 8.25 X 6.5 X 2,NY-Analytical,772,Box Inspection,Outside Flap,2.25,in,"FDA,5",2.21875,2.28125,Box Inspection,Box Inspection,5OD125PB - Bag Wet Nap 8.25 X 6.5 X 2,NY ,RAW MATERIAL - NY                                 ,RM_BOX
8OP260RSL,Label_NY_NP7700_3.375-2.3437,8OP260RSL\Label_NY_NP7700_3.375-2.3437,Avon Anew Clean Facial Cleans. Wipes Reseal.,NY-Analytical,770,Label Inspection,Width,2.2812,in,"FDA,4",2.2812,2.4062,TM 143 / Visual,TM143,8OP260RSL - Avon Anew Clean Facial Cleans. Wipes Reseal.,NY ,RAW MATERIAL - NY                                 ,RM_LABEL
5CD35185,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,5CD35185\Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,PDI Hygea BZK Antiseptic Towelette,NY-Analytical,772,Box Inspection,Width,2.312,in,"FDA,5",2.28125,2.34375,Box Inspection,Box Inspection,5CD35185 - PDI Hygea BZK Antiseptic Towelette,NY ,RAW MATERIAL - NY                                 ,RM_BOX
2BQ084LI,Lid_11A,2BQ084LI\Lid_11A,Large Deep Well 560 Orifice,NY-Analytical,791,Flip Lid Force,Flip Lid Force,2.32,lb,"FDA,2",0.75,,TM 143,TM143,2BQ084LI - Large Deep Well 560 Orifice,NY ,RAW MATERIAL - NY                                 ,RM_LID
8AP034RSL,Label_NY_NP9800_3.375-2.3437,8AP034RSL\Label_NY_NP9800_3.375-2.3437,Cetaphil Gentle Skin Cleansing Cloths Reseal,IN-Analytical,770,Label Inspection,Width,2.3437,in,"FDA,4",2.2812,2.4062,TM 143 / Visual,TM143,8AP034RSL - Cetaphil Gentle Skin Cleansing Cloths Reseal,NY ,RAW MATERIAL - NY                                 ,RM_LABEL
